Price,Close,High,Low,Open,Volume
Ticker,NQ=F,NQ=F,NQ=F,NQ=F,NQ=F
Datetime,,,,,
2026-03-04 16:52:00+00:00,25159.75,25160.0,25140.5,25142.5,1133
2026-03-04 16:53:00+00:00,25165.5,25168.75,25159.5,25159.75,707
2026-03-04 16:54:00+00:00,25159.5,25170.5,25158.25,25165.25,854
2026-03-04 16:55:00+00:00,25164.25,25169.25,25155.75,25160.5,745
2026-03-04 16:56:00+00:00,25149.75,25164.75,25145.0,25164.75,829
2026-03-04 16:57:00+00:00,25147.75,25152.0,25141.75,25148.75,495
2026-03-04 16:58:00+00:00,25151.25,25156.5,25147.0,25148.5,389
2026-03-04 16:59:00+00:00,25145.5,25152.0,25140.25,25151.0,709
2026-03-04 17:00:00+00:00,25146.75,25147.75,25132.25,25146.25,955
2026-03-04 17:01:00+00:00,25152.0,25159.0,25145.75,25146.0,628
2026-03-04 17:02:00+00:00,25158.0,25158.5,25148.75,25152.25,569
2026-03-04 17:03:00+00:00,25164.0,25168.0,25156.0,25157.75,727
2026-03-04 17:04:00+00:00,25167.25,25168.25,25160.0,25163.75,627
2026-03-04 17:05:00+00:00,25165.75,25174.25,25165.0,25167.5,906
2026-03-04 17:06:00+00:00,25166.25,25169.25,25162.75,25166.25,521
2026-03-04 17:07:00+00:00,25161.25,25171.25,25158.0,25166.5,706
2026-03-04 17:08:00+00:00,25163.0,25165.5,25154.25,25160.75,570
2026-03-04 17:09:00+00:00,25161.5,25169.0,25157.0,25162.5,461
2026-03-04 17:10:00+00:00,25165.25,25169.25,25159.25,25161.75,459
2026-03-04 17:11:00+00:00,25169.0,25170.5,25157.0,25164.5,408
2026-03-04 17:12:00+00:00,25165.5,25169.25,25160.0,25169.0,436
2026-03-04 17:13:00+00:00,25162.5,25168.0,25161.0,25166.0,298
2026-03-04 17:14:00+00:00,25156.5,25164.0,25155.5,25162.0,399
2026-03-04 17:15:00+00:00,25154.0,25157.0,25147.0,25156.25,695
2026-03-04 17:16:00+00:00,25155.5,25159.0,25149.75,25155.0,484
2026-03-04 17:17:00+00:00,25158.75,25161.0,25152.5,25154.25,345
2026-03-04 17:18:00+00:00,25154.25,25159.0,25147.5,25158.75,395
2026-03-04 17:19:00+00:00,25155.0,25156.25,25148.25,25153.25,306
2026-03-04 17:20:00+00:00,25151.5,25164.25,25149.25,25154.75,531
2026-03-04 17:21:00+00:00,25145.25,25156.25,25145.0,25151.25,554
2026-03-04 17:22:00+00:00,25139.25,25146.25,25133.0,25144.75,986
2026-03-04 17:23:00+00:00,25143.5,25152.5,25139.0,25139.5,546
2026-03-04 17:24:00+00:00,25152.5,25153.0,25140.75,25143.0,426
2026-03-04 17:25:00+00:00,25158.5,25166.0,25149.75,25152.25,1090
2026-03-04 17:26:00+00:00,25157.0,25160.25,25151.0,25158.75,346
2026-03-04 17:27:00+00:00,25140.5,25156.0,25140.5,25156.0,508
2026-03-04 17:28:00+00:00,25142.5,25148.75,25139.25,25141.0,407
2026-03-04 17:29:00+00:00,25133.5,25142.25,25131.0,25142.25,657
2026-03-04 17:30:00+00:00,25126.75,25138.5,25124.0,25132.75,827
2026-03-04 17:31:00+00:00,25123.5,25129.25,25114.75,25127.25,1172
2026-03-04 17:32:00+00:00,25109.75,25124.25,25105.0,25123.25,814
2026-03-04 17:33:00+00:00,25134.5,25135.5,25106.5,25111.0,980
2026-03-04 17:34:00+00:00,25139.5,25146.5,25131.5,25133.75,920
2026-03-04 17:35:00+00:00,25145.0,25153.5,25139.75,25140.25,754
2026-03-04 17:36:00+00:00,25153.25,25157.5,25142.0,25145.0,699
2026-03-04 17:37:00+00:00,25142.75,25154.0,25140.75,25152.5,605
2026-03-04 17:38:00+00:00,25152.0,25152.0,25132.5,25142.5,1065
2026-03-04 17:39:00+00:00,25164.75,25167.75,25151.0,25151.75,878
