time,open,high,low,close,EMA1,EMA2,EMA3,EMA4,Fractal High,Fractal Low,HH,LH,LL,HL,ATR
1337002200,42.05,45,38,38.2318,,,,,0,0,0,0,0,0,
1337607000,36.53,36.66,30.94,31.91,,,,,0,0,0,0,0,0,
1338298200,31.48,31.69,26.83,27.72,,,,,0,0,0,0,0,0,
1338816600,27.2,27.75999,25.52,27.10001,,,,,0,1,0,0,0,0,
1339421400,27.17999,30.10001,26.83501,30.01401,,,30.995164,,0,0,0,0,0,0,
1340026200,29.955,33.45,29.41,33.05,,,31.68010933333333,,1,0,0,0,0,0,
1340631000,32.86,33.44,30.75999,31.095,,,31.485072888888887,,0,0,0,0,0,0,
1341235800,31.25,31.89999,30.55,31.73,,,31.566715259259258,,0,0,0,0,0,0,
1341840600,32.10001,32.88,30.55,30.72,,,31.284476839506173,,0,0,0,0,0,0,
1342445400,30.5,30.5,27.14999,28.75999,31.033081,,30.442981226337448,,0,0,0,0,0,0,
1343050200,28.12,29.49001,22.28,23.705,29.700702636363637,,28.196987484224966,,0,0,0,0,0,0,
1343655000,23.995,24.03999,19.82001,21.09,28.135120338842977,,25.827991656149976,,0,0,0,0,0,0,
1344259800,21.39,22.45,20.22,21.80701,26.98455482268971,,24.487664437433317,,0,0,0,0,0,0,
1344864600,22.14999,22.45,19,19.05,25.54190849129158,,22.675109624955546,,0,0,0,0,0,0,3.9969135714285713
1345469400,19.05,20.13,18.75,19.409,24.426834220147654,,21.58640641663703,,0,0,0,0,0,0,3.809991173469388
1346074200,19.49001,19.53,18.03,18.058,23.26886436193899,,20.410270944424685,,0,0,0,0,0,0,3.64499180393586
1346765400,18.08,19.42,17.55,18.98,22.489070841586447,,19.93351396294979,,0,1,0,0,0,0,3.5182066750832988
1347283800,19.06,22.08,18.55,22,22.40014887038891,,20.622342641966526,,0,0,0,0,0,0,3.519049055434491
1347888600,22.67,23.37,21.37,22.86,22.483758166681834,,21.368228427977684,,1,0,0,0,0,0,3.410545551474885
1348493400,21.78,21.98,19.8,21.66,22.333983954557866,25.947491000000003,21.46548561865179,,0,0,0,0,0,0,3.385506583512393
1349098200,22.08,22.59,20.88,20.91,22.07507778100189,25.467729952380957,21.28032374576786,,0,0,0,0,0,0,3.2658275418329366
1349703000,20.39999,20.75,19.45,19.5181,21.610172729910637,24.901098528344676,20.692915830511907,,0,0,0,0,0,0,3.136839860273441
