Datum,Nachricht
2022-01-05T08:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-05T08:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-05T08:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-05T10:00:00.000+01:00,──── Order Berechnung ────
2022-01-05T10:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-05T10:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-05T10:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-05T12:00:00.000+01:00,──── Order Berechnung ────
2022-01-05T12:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-05T12:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-05T12:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-05T14:00:00.000+01:00,──── Order Berechnung ────
2022-01-05T14:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-05T14:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-05T14:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-05T16:00:00.000+01:00,──── Order Berechnung ────
2022-01-05T16:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-05T16:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-05T16:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-05T18:00:00.000+01:00,──── Order Berechnung ────
2022-01-05T18:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-05T18:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-05T18:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-05T20:00:00.000+01:00,──── Order Berechnung ────
2022-01-05T20:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-05T20:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-05T20:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-05T22:00:00.000+01:00,──── Order Berechnung ────
2022-01-05T22:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-05T22:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-05T22:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T00:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T00:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T00:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T00:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T02:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T02:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T02:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T02:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T04:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T04:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T04:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T04:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T06:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T06:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T06:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T06:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T08:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T08:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T08:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T08:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T10:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T10:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T10:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T10:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T12:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T12:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T12:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T12:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T14:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T14:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T14:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T14:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T16:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T16:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T16:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T16:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T18:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T18:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T18:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T18:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T20:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T20:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T20:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T20:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-06T22:00:00.000+01:00,──── Order Berechnung ────
2022-01-06T22:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-06T22:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-06T22:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-07T00:00:00.000+01:00,──── Order Berechnung ────
2022-01-07T00:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-07T00:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-07T00:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-07T02:00:00.000+01:00,──── Order Berechnung ────
2022-01-07T02:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-07T02:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-07T02:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-07T04:00:00.000+01:00,──── Order Berechnung ────
2022-01-07T04:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-07T04:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-07T04:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-07T06:00:00.000+01:00,──── Order Berechnung ────
2022-01-07T06:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-07T06:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-07T06:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-07T08:00:00.000+01:00,──── Order Berechnung ────
2022-01-07T08:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-07T08:00:00.000+01:00,Entry=1816.70 | SL=1798.48 | SL-Dist=18.22 | Loss/Kontrakt=18.22 | Qty=10.97694841
2022-01-07T08:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=10.97694841 Entry(Stop)=1816.70 SL=1798.48
2022-01-07T08:00:00.000+01:00,⊘ ORDER STORNIERT: Timeout nach 31 Bars (Max=30)
2022-01-07T18:00:00.000+01:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2022-01-07T22:00:00.000+01:00,──── LONG: Fractal High gefunden ────
2022-01-07T22:00:00.000+01:00,FH Preis=1798.66 | H2_EMA20=1795.49 | Abstand=0.18%
2022-01-07T22:00:00.000+01:00,Entry=1798.66 | SL=1782.62 (mode=Volles Fractal Low) | last_fl=1782.62
2022-01-07T22:00:00.000+01:00,→ LONG ORDER PENDING gesetzt: Entry=1798.66 SL=1782.62 InitRisk=16.04
2022-01-07T22:00:00.000+01:00,──── Order Berechnung ────
2022-01-07T22:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-07T22:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-07T22:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T00:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T00:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T00:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T00:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T02:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T02:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T02:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T02:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T04:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T04:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T04:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T04:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T06:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T06:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T06:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T06:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T08:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T08:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T08:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T08:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T10:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T10:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T10:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T10:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T12:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T12:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T12:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T12:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T14:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T14:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T14:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T14:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T16:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T16:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T16:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T16:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T18:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T18:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T18:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T18:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T20:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T20:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T20:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T20:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-10T22:00:00.000+01:00,──── Order Berechnung ────
2022-01-10T22:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-10T22:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-10T22:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T00:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T00:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T00:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T00:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T02:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T02:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T02:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T02:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T04:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T04:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T04:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T04:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T06:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T06:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T06:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T06:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T08:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T08:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T08:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T08:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T10:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T10:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T10:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T10:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T12:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T12:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T12:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T12:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T14:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T14:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T14:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T14:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T16:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T16:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T16:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T16:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T18:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T18:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T18:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T18:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T20:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T20:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T20:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T20:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-11T22:00:00.000+01:00,──── Order Berechnung ────
2022-01-11T22:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-11T22:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
2022-01-11T22:00:00.000+01:00,▶ LONG STOP-ORDER platziert: Qty=12.46882793 Entry(Stop)=1798.66 SL=1782.62
2022-01-12T00:00:00.000+01:00,──── Order Berechnung ────
2022-01-12T00:00:00.000+01:00,Equity=10000 | Risk%=2 | Risk$=200 | pointvalue=1 | mintick=0.01
2022-01-12T00:00:00.000+01:00,Entry=1798.66 | SL=1782.62 | SL-Dist=16.04 | Loss/Kontrakt=16.04 | Qty=12.46882793
