Datum,Nachricht
2022-06-15T19:00:00.000+02:00,Entry=140.782 | SL=140.132 | SL-Abstand=0.650 | Qty=153.84615385
2022-06-15T19:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=153.84615385 Entry(Stop)=140.782 SL=140.132
2022-06-15T21:00:00.000+02:00,──── Order Berechnung ────
2022-06-15T21:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2022-06-15T21:00:00.000+02:00,Entry=140.782 | SL=140.132 | SL-Abstand=0.650 | Qty=153.84615385
2022-06-15T21:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=153.84615385 Entry(Stop)=140.782 SL=140.132
2022-06-15T23:00:00.000+02:00,──── Order Berechnung ────
2022-06-15T23:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2022-06-15T23:00:00.000+02:00,Entry=140.782 | SL=140.132 | SL-Abstand=0.650 | Qty=153.84615385
2022-06-15T23:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=153.84615385 Entry(Stop)=140.782 SL=140.132
2022-06-16T01:00:00.000+02:00,──── Order Berechnung ────
2022-06-16T01:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2022-06-16T01:00:00.000+02:00,Entry=140.782 | SL=140.132 | SL-Abstand=0.650 | Qty=153.84615385
2022-06-16T01:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=153.84615385 Entry(Stop)=140.782 SL=140.132
2022-06-16T03:00:00.000+02:00,──── Order Berechnung ────
2022-06-16T03:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2022-06-16T03:00:00.000+02:00,Entry=140.782 | SL=140.132 | SL-Abstand=0.650 | Qty=153.84615385
2022-06-16T03:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=153.84615385 Entry(Stop)=140.782 SL=140.132
2022-06-16T05:00:00.000+02:00,──── Order Berechnung ────
2022-06-16T05:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2022-06-16T05:00:00.000+02:00,Entry=140.782 | SL=140.132 | SL-Abstand=0.650 | Qty=153.84615385
2022-06-16T05:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=153.84615385 Entry(Stop)=140.782 SL=140.132
2022-06-16T05:00:00.000+02:00,⊘ ORDER STORNIERT: Timeout nach 21 Bars (Max=20)
2022-06-24T15:00:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2022-06-24T15:00:00.000+02:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2022-06-28T07:00:00.000+02:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2022-09-05T13:02:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2022-09-05T13:02:00.000+02:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2022-09-07T05:00:00.000+02:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2022-09-15T13:00:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2022-09-15T13:00:00.000+02:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2022-09-19T05:02:00.000+02:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2022-09-19T11:02:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2022-09-19T11:02:00.000+02:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2022-09-21T03:00:00.000+02:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2022-09-26T13:02:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2022-09-26T13:02:00.000+02:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2022-09-28T05:00:00.000+02:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2022-10-11T11:00:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2022-10-11T11:00:00.000+02:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2022-10-13T03:00:00.000+02:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2022-11-04T12:00:00.000+01:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2022-11-04T12:00:00.000+01:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2022-11-08T05:00:00.000+01:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2022-12-19T11:02:00.000+01:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2022-12-19T11:02:00.000+01:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2022-12-21T03:00:00.000+01:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2023-02-23T11:00:00.000+01:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2023-02-23T11:00:00.000+01:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2023-02-27T03:02:00.000+01:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2023-03-16T16:00:00.000+01:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2023-03-16T16:00:00.000+01:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2023-03-20T08:02:00.000+01:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2023-04-06T15:00:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2023-04-06T15:00:00.000+02:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2023-04-10T07:02:00.000+02:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2023-04-21T15:00:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2023-04-21T15:00:00.000+02:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2023-04-25T07:00:00.000+02:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2023-04-26T17:00:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2023-04-26T17:00:00.000+02:00,──── LONG: Fractal High gefunden ────
2023-04-26T17:00:00.000+02:00,FH Preis=147.910 | H2_EMA20=147.362 | Abstand=0.37%
2023-04-26T17:00:00.000+02:00,Entry=147.910 | SL=147.184 (mode=Halber Abstand) | last_fl=146.458
2023-04-26T17:00:00.000+02:00,→ LONG ORDER PENDING gesetzt: Entry=147.910 SL=147.184
2023-04-26T17:00:00.000+02:00,──── Order Berechnung ────
2023-04-26T17:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-26T17:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-26T17:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-26T19:00:00.000+02:00,──── Order Berechnung ────
2023-04-26T19:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-26T19:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-26T19:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-26T21:00:00.000+02:00,──── Order Berechnung ────
2023-04-26T21:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-26T21:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-26T21:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-26T23:00:00.000+02:00,──── Order Berechnung ────
2023-04-26T23:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-26T23:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-26T23:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T01:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T01:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T01:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T01:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T03:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T03:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T03:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T03:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T05:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T05:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T05:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T05:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T07:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T07:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T07:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T07:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T09:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T09:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T09:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T09:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T11:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T11:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T11:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T11:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T13:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T13:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T13:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T13:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T15:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T15:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T15:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T15:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T17:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T17:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T17:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T17:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T19:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T19:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T19:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T19:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T21:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T21:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T21:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T21:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-27T23:00:00.000+02:00,──── Order Berechnung ────
2023-04-27T23:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-27T23:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-27T23:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-28T01:00:00.000+02:00,──── Order Berechnung ────
2023-04-28T01:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-28T01:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-28T01:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-28T03:00:00.000+02:00,──── Order Berechnung ────
2023-04-28T03:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-28T03:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-28T03:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-28T05:00:00.000+02:00,──── Order Berechnung ────
2023-04-28T05:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-28T05:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-28T05:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-28T07:00:00.000+02:00,──── Order Berechnung ────
2023-04-28T07:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-04-28T07:00:00.000+02:00,Entry=147.910 | SL=147.184 | SL-Abstand=0.726 | Qty=137.74104683
2023-04-28T07:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=137.74104683 Entry(Stop)=147.910 SL=147.184
2023-04-28T07:00:00.000+02:00,⊘ ORDER STORNIERT: Entry zu weit weg! Entry=147.910 Close=149.438 Abstand=1.02% (Max=1%)
2023-05-05T15:00:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2023-05-05T15:00:00.000+02:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2023-05-09T07:00:00.000+02:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2023-05-12T17:00:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2023-05-12T17:00:00.000+02:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2023-05-16T09:00:00.000+02:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2023-05-24T13:00:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2023-05-24T13:00:00.000+02:00,"♻ RESET: Position geschlossen, alle Variablen zurückgesetzt"
2023-05-26T05:00:00.000+02:00,⏰ TIMEOUT: 21 Bars ohne Fractal (Max=20) → Setup verfallen
2023-05-30T11:00:00.000+02:00,✦ LONG SETUP aktiviert – warte auf Fractal High
2023-05-30T11:00:00.000+02:00,──── LONG: Fractal High gefunden ────
2023-05-30T11:00:00.000+02:00,FH Preis=150.621 | H2_EMA20=150.304 | Abstand=0.21%
2023-05-30T11:00:00.000+02:00,Entry=150.621 | SL=150.358 (mode=Halber Abstand) | last_fl=150.095
2023-05-30T11:00:00.000+02:00,→ LONG ORDER PENDING gesetzt: Entry=150.621 SL=150.358
2023-05-30T11:00:00.000+02:00,──── Order Berechnung ────
2023-05-30T11:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-05-30T11:00:00.000+02:00,Entry=150.621 | SL=150.358 | SL-Abstand=0.263 | Qty=380.22813688
2023-05-30T11:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=380.22813688 Entry(Stop)=150.621 SL=150.358
2023-05-30T13:00:00.000+02:00,──── Order Berechnung ────
2023-05-30T13:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-05-30T13:00:00.000+02:00,Entry=150.621 | SL=150.358 | SL-Abstand=0.263 | Qty=380.22813688
2023-05-30T13:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=380.22813688 Entry(Stop)=150.621 SL=150.358
2023-05-30T15:00:00.000+02:00,──── Order Berechnung ────
2023-05-30T15:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-05-30T15:00:00.000+02:00,Entry=150.621 | SL=150.358 | SL-Abstand=0.263 | Qty=380.22813688
2023-05-30T15:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=380.22813688 Entry(Stop)=150.621 SL=150.358
2023-05-30T17:00:00.000+02:00,──── Order Berechnung ────
2023-05-30T17:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-05-30T17:00:00.000+02:00,Entry=150.621 | SL=150.358 | SL-Abstand=0.263 | Qty=380.22813688
2023-05-30T17:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=380.22813688 Entry(Stop)=150.621 SL=150.358
2023-05-30T19:00:00.000+02:00,──── Order Berechnung ────
2023-05-30T19:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-05-30T19:00:00.000+02:00,Entry=150.621 | SL=150.358 | SL-Abstand=0.263 | Qty=380.22813688
2023-05-30T19:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=380.22813688 Entry(Stop)=150.621 SL=150.358
2023-05-30T21:00:00.000+02:00,──── Order Berechnung ────
2023-05-30T21:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-05-30T21:00:00.000+02:00,Entry=150.621 | SL=150.358 | SL-Abstand=0.263 | Qty=380.22813688
2023-05-30T21:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=380.22813688 Entry(Stop)=150.621 SL=150.358
2023-05-30T23:00:00.000+02:00,──── Order Berechnung ────
2023-05-30T23:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-05-30T23:00:00.000+02:00,Entry=150.621 | SL=150.358 | SL-Abstand=0.263 | Qty=380.22813688
2023-05-30T23:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=380.22813688 Entry(Stop)=150.621 SL=150.358
2023-05-31T01:00:00.000+02:00,──── Order Berechnung ────
2023-05-31T01:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-05-31T01:00:00.000+02:00,Entry=150.621 | SL=150.358 | SL-Abstand=0.263 | Qty=380.22813688
2023-05-31T01:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=380.22813688 Entry(Stop)=150.621 SL=150.358
2023-05-31T03:00:00.000+02:00,──── Order Berechnung ────
2023-05-31T03:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-05-31T03:00:00.000+02:00,Entry=150.621 | SL=150.358 | SL-Abstand=0.263 | Qty=380.22813688
2023-05-31T03:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=380.22813688 Entry(Stop)=150.621 SL=150.358
2023-05-31T05:00:00.000+02:00,──── Order Berechnung ────
2023-05-31T05:00:00.000+02:00,Equity=10000 | Risk%=1 | Risk$=100
2023-05-31T05:00:00.000+02:00,Entry=150.621 | SL=150.358 | SL-Abstand=0.263 | Qty=380.22813688
2023-05-31T05:00:00.000+02:00,▶ LONG STOP-ORDER platziert: Qty=380.22813688 Entry(Stop)=150.621 SL=150.358
