time,open,high,low,close
1770751440,25209.3,25220.2,25209.3,25218.5
1770751500,25218.3,25219.5,25207.9,25209.8
1770751560,25208.7,25212.8,25205.4,25207.4
1770751620,25207.9,25209.8,25202.2,25208.6
1770751680,25207.9,25217.9,25206.7,25216.7
1770751740,25216.8,25219,25212.7,25215.4
1770751800,25215.7,25223.3,25212.3,25219.5
1770751860,25219.7,25225.6,25218.9,25225.6
1770751920,25225.9,25228.1,25218.6,25218.6
1770751980,25218.5,25220.4,25216.2,25218.4
1770752040,25218.3,25218.4,25205.4,25206.8
1770752100,25207,25213.6,25205,25212.2
1770752160,25211.8,25214.9,25210.2,25214.2
1770752220,25214.5,25219,25211.4,25218.7
1770752280,25217.4,25218.6,25208.6,25210.5
1770752340,25210.3,25210.8,25204.9,25209.2
1770752400,25209.8,25211.6,25203.2,25211.6
1770752460,25211.5,25216.3,25206.5,25214.8
1770752520,25214.7,25217.4,25206.3,25206.4
1770752580,25206.9,25207,25195.1,25195.4
1770752640,25195.5,25198.1,25190.6,25196.3
1770752700,25196.4,25205.6,25196.4,25205
1770752760,25206.8,25207.3,25195.4,25203.6
1770752820,25203.7,25203.7,25190.9,25195
1770752880,25195.1,25202.6,25193.3,25197.7
1770752940,25197.4,25207.3,25196.9,25206.1
1770753000,25206.5,25206.5,25200.1,25203.4
1770753060,25203.3,25203.3,25194.1,25200
1770753120,25200.3,25207.8,25199.2,25205.3
1770753180,25205.1,25205.1,25195.4,25196.1
1770753240,25196.2,25199.3,25194.5,25198.8
1770753300,25199,25205.3,25197.9,25202.9
1770753360,25203.7,25216.5,25203.7,25216.5
1770753420,25216.3,25220.8,25213.2,25217.5
1770753480,25217.4,25217.5,25205.5,25209.8
1770753540,25210.3,25212.5,25206.9,25210.6
1770753600,25209.6,25209.6,25200.5,25206.1
1770753660,25206.9,25211,25200.3,25210.6
1770753720,25211,25212.5,25204,25204.8
1770753780,25204.7,25206.1,25193.4,25195.9
1770753840,25196,25196,25183.2,25188.4
1770753900,25188.2,25194.5,25185.5,25191.5
1770753960,25191.8,25191.8,25177.5,25181.4
1770754020,25180.5,25193.7,25178.9,25191.8
1770754080,25191.5,25194.3,25190.1,25191.9
1770754140,25192,25192.2,25180.8,25185.8
1770754200,25184.4,25185,25176.1,25181.3
1770754260,25181.8,25181.8,25167.1,25172
1770754320,25172.1,25174,25162.7,25168.5
1770754380,25167.9,25169.5,25159.4,25165.5
1770754440,25165.6,25169.8,25164.4,25166.2
1770754500,25166.9,25170.8,25162.8,25168.1
1770754560,25167.7,25176.7,25167.7,25171.6
1770754620,25171.8,25173.8,25168.2,25172.8
1770754680,25172.6,25175.3,25166,25175.3
1770754740,25175.1,25186.1,25174.5,25182.1
1770754800,25182.3,25187.6,25177.7,25186.1
1770754860,25186,25187.1,25179.6,25183
1770754920,25183.3,25187.6,25181.9,25186.3
1770754980,25186.7,25189.3,25173.7,25173.8
1770755040,25174.1,25178.9,25170,25170
1770755100,25170.1,25175.2,25160.3,25160.9
1770755160,25161.2,25165.3,25158.3,25161.8
1770755220,25161.7,25170.9,25161.6,25168.1
1770755280,25167.3,25176.5,25165.9,25171.8
1770755340,25171.7,25177.8,25167.3,25167.3
1770755400,25167.7,25179.9,25165.8,25179.6
1770755460,25179.8,25182.8,25176.9,25178.8
1770755520,25179.1,25179.1,25162.3,25163.8
1770755580,25163.3,25171.6,25162.7,25165.6
1770755640,25165.3,25166.3,25154.2,25160.5
1770755700,25160.4,25160.8,25148.1,25153.4
1770755760,25153.7,25156.4,25150.5,25153.3
1770755820,25152.1,25160.2,25149.8,25158.3
1770755880,25158.2,25159.2,25147.7,25154.2
1770755940,25154.5,25160.6,25144.7,25145.1
1770756000,25145.7,25153.8,25143.7,25153.2
1770756060,25153.7,25164.2,25150.2,25161.5
1770756120,25161,25165.3,25151.4,25156.9
1770756180,25157,25163.7,25156,25161.7
1770756240,25161.2,25164.5,25158.5,25162.5
1770756300,25163.2,25169.3,25158.7,25165.4
1770756360,25165,25175.2,25158,25175.2
1770756420,25174.6,25175,25167.6,25171
1770756480,25171.6,25179,25169.8,25178.4
1770756540,25178.6,25179.3,25172.5,25177.8
1770756600,25178,25178,25146.3,25149.2
1770756660,25149.6,25159.1,25148.8,25157.3
1770756720,25157.1,25164.8,25144.6,25146
1770756780,25143.3,25147.5,25137.5,25144.7
1770756840,25144.5,25144.8,25134.6,25142.5
1770756900,25142.7,25145.7,25127.3,25135.5
1770756960,25135.7,25135.7,25113.4,25116.9
1770757020,25118.2,25125.9,25114.9,25124.9
1770757080,25125.9,25135.5,25125.1,25133.3
1770757140,25135,25140.7,25121.3,25136.6
1770757200,25136.5,25150.5,25123.4,25143.7
1770757260,25137.7,25144.8,25133,25133.7
1770757320,25134.2,25144.7,25133.7,25140.5
1770757380,25141,25147.6,25140.6,25146.9
1770757440,25147.6,25151.4,25144.8,25150.3
1770757500,25150.1,25153.4,25145.1,25146.7
1770757560,25146.3,25154.8,25145.2,25151.3
1770757620,25149.8,25150.8,25147.4,25148.9
1770757680,25148.4,25149.6,25146.6,25148
1770757740,25147.8,25149.8,25144.2,25147.2
1770757800,25148.5,25152,25145.7,25149.9
1770757860,25150.2,25153.8,25143.9,25145.4
1770757920,25145.5,25147.7,25143.1,25143.7
1770757980,25144,25146.1,25141.1,25145.3
1770758040,25144.6,25148.7,25141,25148.5
1770758100,25150,25154.9,25147.9,25149.9
1770758160,25149.2,25150.9,25146,25146
1770758220,25147.2,25152.5,25147.2,25147.7
1770758280,25147.6,25149.7,25146,25147.6
1770758340,25148.1,25149.9,25145.8,25146.1
1770758400,25146.3,25147.7,25140.1,25142.1
1770758460,25141.7,25148.6,25141.2,25145
1770758520,25147.4,25150.3,25145.4,25147.9
1770758580,25148.6,25151,25146.2,25150.4
1770758640,25151.4,25152.5,25146.3,25148.9
1770758700,25149.4,25152.5,25148.4,25150.1
1770758760,25149.3,25149.8,25147.7,25147.7
1770758820,25147.5,25151.5,25145.8,25145.8
1770758880,25146.6,25148.9,25144.9,25147.3
1770758940,25147.1,25149.6,25145.8,25145.8
1770759000,25146.8,25152.3,25146.8,25151.5
1770759060,25151.8,25152.1,25146.3,25146.3
1770759120,25146.4,25153.3,25146.4,25150.2
1770759180,25150.7,25150.7,25147.2,25150
1770759240,25149.5,25151.4,25147.8,25148.3
1770759300,25148.5,25149.7,25146,25148.8
1770759360,25148.5,25151.6,25148.5,25150.2
1770759420,25150.7,25154.3,25150.5,25151
1770759480,25151.2,25152.2,25150.1,25150.5
1770759540,25150.7,25151.4,25149.5,25151.4
1770759600,25152.6,25152.9,25149,25150.5
1770759660,25151,25154.2,25150.7,25152.7
1770759720,25153.2,25153.2,25148.6,25149.8
1770759780,25150.1,25157.1,25150.1,25157.1
1770759840,25156.9,25159.7,25154.4,25159.2
1770759900,25158.9,25160.9,25157.1,25158.2
1770759960,25158.5,25161.4,25156.9,25159.5
1770760020,25159.3,25159.3,25155.9,25158.2
1770760080,25160.2,25162.7,25159.1,25159.8
1770760140,25159.6,25160.9,25158.4,25158.9
1770760200,25159.6,25162.7,25158.4,25161.1
1770760260,25162.5,25166.3,25160.9,25164.2
1770760320,25163.9,25165.4,25162.5,25162.8
1770760380,25162.7,25168.5,25162.6,25166.4
1770760440,25167.2,25169.8,25165.1,25167.3
1770760500,25167.6,25168,25164.1,25167.1
1770760560,25166.9,25169.9,25166.9,25167.5
1770760620,25166.2,25170.9,25164,25167.9
1770760680,25167.3,25171,25167.3,25168.7
1770760740,25168.9,25173,25167.8,25172.7
1770761100,25163.5,25164.4,25159.9,25160.3
1770761160,25161.9,25163.4,25160.5,25160.5
1770761220,25162.2,25163.9,25162.1,25162.5
1770761280,25162.4,25162.7,25161.2,25161.2
1770761340,25161.4,25161.6,25160.7,25160.8
1770761400,25161.9,25161.9,25155.9,25156.8
1770761460,25155.8,25157.4,25154.9,25157
1770761520,25157.5,25158.3,25156.8,25156.8
1770761580,25157,25157.2,25156.9,25156.9
1770761640,25156.8,25157.2,25156.6,25157
1770761700,25156.4,25156.5,25154.1,25154.1
1770761760,25152.1,25153.8,25152.1,25153.3
1770761820,25154.4,25155,25153,25154.3
1770761880,25154.2,25154.4,25154.2,25154.4
1770761940,25153.4,25155.9,25153.4,25155.9
1770762000,25155.8,25157.5,25155.8,25157.3
1770762060,25157.4,25157.7,25157.4,25157.7
1770762120,25159.2,25160.2,25159.2,25160.2
1770762180,25160.3,25160.3,25160.1,25160.3
1770762240,25160.1,25160.1,25159,25159
1770762300,25157.8,25158,25157.8,25158
1770762360,25158.6,25160.1,25158.6,25160.1
1770762420,25157.7,25157.7,25157.7,25157.7
1770762540,25159,25159,25158.9,25159
1770762600,25158.9,25159.3,25158.9,25159.3
1770762660,25159.4,25159.6,25158.3,25158.3
1770762720,25157.4,25159.1,25157.4,25157.9
1770762840,25157.8,25159.1,25157.7,25159
1770762900,25159.1,25159.1,25157.6,25157.7
1770762960,25157.8,25158.2,25157.8,25157.8
1770763020,25157.7,25159,25157.3,25157.5
1770763080,25157.4,25157.6,25157.4,25157.5
1770763140,25157.4,25157.5,25157.4,25157.5
1770763200,25157.6,25157.6,25157.3,25157.6
1770763260,25159.3,25159.4,25159,25159
1770763320,25158.2,25159.4,25157.9,25157.9
1770763380,25159.2,25159.2,25158.8,25158.8
1770763440,25158.5,25159.1,25158.5,25158.7
1770763500,25158,25158,25158,25158
1770763560,25158.7,25159.1,25156.6,25156.6
1770763620,25157.6,25157.8,25157.5,25157.5
1770763680,25157,25157,25155.7,25155.8
1770763740,25155.9,25158.1,25155.3,25156.5
1770763800,25156.1,25156.1,25155.5,25155.5
1770763860,25156.2,25156.2,25155.8,25155.8
1770763920,25155.5,25155.7,25155.5,25155.7
1770763980,25154.5,25155.9,25154.5,25155.3
1770764040,25156.4,25156.5,25155.4,25155.5
1770764100,25154.5,25154.5,25154.5,25154.5
1770764160,25154.4,25154.4,25153.4,25153.6
1770764220,25153.5,25154.1,25152.7,25154.1
1770764280,25153.5,25154.5,25153.5,25153.9
1770764340,25153.6,25159.5,25153.6,25156.1
1770764400,25157.2,25191.7,25157.2,25188.9
1770764460,25187.6,25195,25187,25188.2
1770764520,25187.9,25190.8,25185.9,25187.7
1770764580,25188.2,25192.7,25186.6,25192.3
1770764640,25191.6,25192.1,25186.9,25189.3
1770764700,25189.2,25193.5,25188,25189.9
1770764760,25190.2,25194.8,25190.2,25194
1770764820,25194.2,25195.6,25191,25192.5
1770764880,25192.4,25192.6,25187,25192.6
1770764940,25192.8,25192.8,25190.1,25191.8
1770765000,25192.3,25192.3,25186.9,25188.3
1770765060,25188.1,25190.7,25187.2,25190.7
1770765120,25190.6,25194.8,25189.6,25194.8
1770765180,25195.1,25195.1,25192.4,25192.6
1770765240,25192.3,25195.5,25190.8,25195.1
1770765300,25195.2,25199,25195.2,25196.8
1770765360,25196.2,25201.2,25194.5,25201.2
1770765420,25201.8,25205,25199.8,25199.8
1770765480,25199.1,25199.8,25195.8,25199.5
1770765540,25200.1,25203,25198.5,25198.5
1770765600,25198.4,25202.4,25197.2,25200.6
1770765660,25200.7,25203.1,25200.1,25201.7
1770765720,25201.6,25204,25197.7,25198
1770765780,25197.9,25202,25196.8,25200.7
1770765840,25200.8,25200.8,25196.9,25198.1
1770765900,25198.2,25201.7,25196.3,25198
1770765960,25198.3,25198.3,25193.9,25195.6
1770766020,25195.5,25199.3,25194.5,25199.2
1770766080,25199.3,25199.9,25195.9,25196.7
1770766140,25198.2,25199.4,25195,25195.1
1770766200,25194.9,25195.1,25192.4,25193.5
1770766260,25193.7,25194.9,25189.2,25194.3
1770766320,25194.2,25195.8,25192.5,25194.9
1770766380,25194.7,25194.7,25191,25193
1770766440,25192.9,25193.3,25189.5,25191.1
1770766500,25191.2,25192.8,25188.9,25189.6
1770766560,25189.7,25190.6,25186.7,25188
1770766620,25188.2,25189.9,25185.8,25187.7
1770766680,25187.6,25191.4,25186.1,25191.4
1770766740,25191.3,25194.8,25190.8,25191.6
1770766800,25191.4,25194.4,25189.9,25191
1770766860,25190.8,25191.3,25188.5,25189.1
1770766920,25189,25193,25188.2,25191.2
1770766980,25191.3,25193.1,25190,25193.1
1770767040,25192.6,25199.2,25192.6,25196.4
1770767100,25196.5,25197.9,25193.1,25196.3
1770767160,25196.2,25197.1,25194.2,25196
1770767220,25196.2,25198.7,25196,25198.4
1770767280,25198.3,25201.8,25197.6,25199.1
1770767340,25199,25199.3,25194.1,25194.2
1770767400,25194.3,25195.7,25193.3,25194.7
1770767460,25194.8,25195.2,25191.8,25193.6
1770767520,25193.5,25197.5,25193.2,25194.5
1770767580,25194.7,25194.7,25191.7,25191.7
1770767640,25191.1,25193.5,25189.6,25189.6
1770767700,25189.7,25193.8,25188.5,25193.2
1770767760,25193.3,25193.3,25190.1,25192.8
1770767820,25192.5,25193.4,25190.6,25191.6
1770767880,25191.7,25192.2,25189.8,25190.9
1770767940,25191,25191.4,25190,25190.8
1770768000,25191.2,25193.3,25188.6,25191.6
1770768060,25191.5,25194.1,25190.7,25193.1
1770768120,25193,25200.9,25193,25196.1
1770768180,25196,25197.2,25192.3,25193
1770768240,25193.1,25197.1,25192.9,25195.5
1770768300,25195.7,25195.9,25193.6,25195.8
1770768360,25196.1,25198.1,25195.2,25195.9
1770768420,25195.8,25197.2,25195.1,25195.9
1770768480,25196,25199.8,25194.8,25196.3
1770768540,25196.4,25199,25196.4,25196.8
1770768600,25196.9,25203.7,25196.6,25202.8
1770768660,25202.9,25202.9,25199.9,25200.6
1770768720,25200.7,25200.9,25198.8,25199.1
1770768780,25199,25199.1,25195.8,25196.6
1770768840,25197.4,25197.6,25193.7,25197
1770768900,25197.3,25197.8,25195.2,25197.2
1770768960,25197.7,25199.4,25196.2,25196.6
1770769020,25196.7,25197.3,25193,25194.3
1770769080,25194,25195.8,25188.3,25190.6
1770769140,25190.4,25191.1,25188.2,25189.8
1770769200,25189.6,25190.8,25187.8,25189.9
1770769260,25189.5,25190.9,25187.9,25188.8
1770769320,25188.2,25189.6,25183.7,25185
1770769380,25186.3,25188.7,25184.8,25187.6
1770769440,25187.9,25198.7,25187.9,25197.5
1770769500,25197.3,25200.2,25197.3,25199.1
1770769560,25199.2,25199.5,25194.2,25196.4
1770769620,25196.6,25198.7,25196.2,25196.6
1770769680,25196.9,25196.9,25194.6,25195.7
1770769740,25195.6,25196.1,25193.1,25193.6
1770769800,25193.8,25195.4,25192.7,25195
1770769860,25194.8,25195.5,25193.6,25195.1
1770769920,25196.1,25198.6,25196.1,25198.3
1770769980,25198.1,25199.7,25197.1,25198.8
1770770040,25198.9,25199,25196.8,25199
1770770100,25198.9,25201.5,25198.9,25200.7
1770770160,25200.8,25208.1,25200.1,25205.8
1770770220,25205.9,25208.2,25203.8,25207.1
1770770280,25206.6,25208,25204.4,25206.4
1770770340,25206.3,25206.4,25200.6,25201.3
1770770400,25202.3,25205,25202.2,25204.5
1770770460,25204.7,25205.5,25202.8,25203.5
1770770520,25203.9,25204,25200.1,25202.5
1770770580,25202.7,25207.9,25202.4,25207.9
1770770640,25208,25208.5,25205.6,25205.6
1770770700,25206.2,25208.7,25204.2,25204.4
1770770760,25204.5,25205.8,25204.1,25205.7
1770770820,25205.9,25208.6,25205.5,25205.5
1770770880,25205.4,25205.7,25202.9,25204.1
1770770940,25204.2,25205.5,25203.3,25203.8
1770771000,25203.9,25205.3,25203.4,25205
1770771060,25204.8,25205.5,25204.2,25205.1
1770771120,25205.2,25205.6,25204.1,25204.6
1770771180,25204.7,25206.1,25204.6,25205.4
1770771240,25205.5,25207,25205.5,25205.9
1770771300,25205.8,25206.9,25205.3,25206.8
1770771360,25206.7,25214.1,25206.6,25214.1
1770771420,25213.4,25214.1,25209.7,25209.7
1770771480,25209.8,25209.9,25206,25207.6
1770771540,25207.8,25209.5,25207,25207
1770771600,25207.2,25212.9,25207.2,25212.2
1770771660,25212,25217.4,25211.9,25216.3
1770771720,25216.4,25226.7,25216.3,25223.9
1770771780,25223.6,25225.3,25221.8,25222.5
1770771840,25222.6,25225.4,25218.1,25219.8
1770771900,25220.6,25221.7,25217,25217.1
1770771960,25217,25222.3,25215.1,25220.2
1770772020,25220.3,25221.2,25218.4,25219.9
1770772080,25219.8,25224.3,25219.2,25219.3
1770772140,25219.5,25222.6,25219.5,25221.9
1770772200,25221.4,25225.2,25220.1,25225.2
1770772260,25225.3,25226,25222,25222.2
1770772320,25222.1,25229.5,25222.1,25227
1770772380,25227.2,25230.7,25227,25227.1
1770772440,25226.9,25227.1,25225,25227
1770772500,25227.4,25232,25225.7,25228.9
1770772560,25229.1,25232.6,25228,25228
1770772620,25227.9,25229.9,25223.2,25225.9
1770772680,25225.4,25225.6,25222.3,25224.8
1770772740,25224.9,25226.8,25224.5,25224.6
1770772800,25224,25224.6,25221.8,25223.3
1770772860,25223,25224.3,25220.2,25220.6
1770772920,25220.7,25224.2,25220,25221.1
1770772980,25221.4,25223,25219.2,25220.1
1770773040,25220.4,25222.1,25218.8,25221.4
1770773100,25221.6,25222.3,25218.7,25219.4
1770773160,25218.6,25221.5,25218.6,25220.7
1770773220,25220.8,25222.7,25219.6,25222.5
1770773280,25221.9,25223,25220.5,25221.8
1770773340,25221.6,25226,25221.6,25221.9
1770773400,25221.7,25228.1,25221.7,25224.3
1770773460,25224.2,25226,25223.6,25224
1770773520,25223.9,25227.1,25222.1,25225.3
1770773580,25225.5,25225.8,25223.3,25224.5
1770773640,25224.1,25224.3,25221,25221.7
1770773700,25221.5,25223.2,25219.2,25219.4
1770773760,25219.2,25221.7,25217.1,25220.7
1770773820,25220.8,25221.7,25219.1,25219.7
1770773880,25219.4,25224.3,25218.9,25223.6
1770773940,25224.3,25224.5,25220.5,25221.6
1770774000,25221.7,25229,25220.5,25227
1770774060,25227.2,25230.3,25227.2,25228.5
1770774120,25228.7,25230,25227.3,25229.1
1770774180,25229.2,25234.1,25229.1,25232.1
1770774240,25231.9,25233.7,25230,25230.3
1770774300,25230.2,25238.9,25230.1,25235.9
1770774360,25235.8,25237,25234,25236.9
1770774420,25236.6,25239.8,25234.4,25237.3
1770774480,25237.2,25238.5,25235.7,25237.5
1770774540,25237.3,25239.6,25237,25238.7
1770774600,25238.6,25244.1,25238.2,25242.1
1770774660,25241.8,25243.2,25240,25241.1
1770774720,25241.2,25241.6,25237.8,25238.2
1770774780,25238.5,25241.7,25236.8,25236.8
1770774840,25236.7,25237.5,25235.2,25236.4
1770774900,25236.2,25240,25236.1,25238.4
1770774960,25238.3,25241,25235.1,25235.2
1770775020,25235.6,25237,25234.8,25236.1
1770775080,25235.9,25237.3,25235,25235.2
1770775140,25235.4,25236.5,25231.2,25231.9
1770775200,25232.3,25234.8,25225.5,25229
1770775260,25229.5,25232.6,25228.8,25228.9
1770775320,25229.1,25229.7,25226.6,25228
1770775380,25229.2,25230.1,25225.7,25227.6
1770775440,25227.4,25229.9,25224.8,25225.5
1770775500,25225.6,25229.6,25225.1,25229.4
1770775560,25229.6,25230.6,25227.8,25228.6
1770775620,25228.5,25235.4,25227.3,25234.6
1770775680,25234.4,25234.5,25228.8,25230.2
1770775740,25230.3,25231.8,25227.8,25229
1770775800,25229.3,25232.3,25229.2,25231.1
1770775860,25231.2,25235.3,25231.2,25235.2
1770775920,25235,25238.4,25234.7,25235.3
1770775980,25235.7,25239,25235.7,25236.6
1770776040,25236.3,25237.6,25233.9,25234.5
1770776100,25234.6,25236.2,25233.1,25233.3
1770776160,25233.4,25237.6,25232.8,25235.9
1770776220,25236,25238.3,25234.8,25236.2
1770776280,25236,25237.7,25235.8,25237.7
1770776340,25237.6,25240.2,25236,25238.3
1770776400,25238.4,25242.2,25238,25240
1770776460,25240.5,25240.8,25238.2,25240.6
1770776520,25240.5,25244.8,25239.9,25244.8
1770776580,25244.4,25246.2,25242.5,25244.7
1770776640,25244.6,25246.5,25243.5,25243.9
1770776700,25244.1,25244.4,25239,25239.4
1770776760,25238.5,25239.1,25233.9,25234
1770776820,25234.2,25238.6,25232.6,25232.8
1770776880,25232.9,25238,25232.8,25237.6
1770776940,25237.4,25238.6,25235.8,25237.5
1770777000,25237.7,25242,25237,25238.5
1770777060,25238.4,25239.8,25235.3,25236.1
1770777120,25236.2,25238.8,25235.9,25236.2
1770777180,25236.5,25239.5,25236.5,25238.8
1770777240,25238.9,25239.9,25237.6,25239.4
1770777300,25239.8,25239.8,25235.9,25236.3
1770777360,25236.5,25239.3,25236.3,25237.5
1770777420,25237.1,25238.9,25237,25237.2
1770777480,25237.3,25237.8,25236.1,25236.9
1770777540,25237.1,25237.1,25231.4,25231.8
1770777600,25231.5,25231.9,25225.6,25226
1770777660,25225.9,25227.8,25223.2,25227.2
1770777720,25225.8,25228.3,25225.8,25227.1
1770777780,25227.2,25227.5,25224.6,25226.5
1770777840,25226.4,25229.3,25225.9,25226.4
1770777900,25226.9,25230.3,25226.9,25227.3
1770777960,25227.5,25230.2,25226.9,25229.9
1770778020,25229.7,25231.6,25229.7,25231.1
1770778080,25231.3,25233.5,25227.5,25228
1770778140,25228.2,25232.5,25228,25232.5
1770778200,25232.3,25233.3,25230.7,25232.5
1770778260,25232.4,25236.6,25232.4,25235.8
1770778320,25235.9,25238.4,25235.8,25235.8
1770778380,25235.9,25235.9,25233.5,25233.7
1770778440,25233.8,25242,25233.8,25240.6
1770778500,25240.8,25245.1,25240.8,25242.3
1770778560,25241.8,25242.3,25239.4,25239.5
1770778620,25239.7,25240.8,25239.3,25240
1770778680,25239.8,25241,25238.3,25238.6
1770778740,25238.8,25239.4,25238,25238.3
1770778800,25238.2,25241.8,25238.2,25241.1
1770778860,25240.9,25241.5,25238.9,25240
1770778920,25240.1,25240.2,25237.1,25237.2
1770778980,25238,25238.4,25235.9,25237.3
1770779040,25236.7,25238.2,25232.2,25232.3
1770779100,25232.2,25234.2,25230.8,25233.9
1770779160,25233.8,25234.6,25232.4,25232.8
1770779220,25232.7,25233.3,25228.9,25231.3
1770779280,25231.6,25232.7,25226.8,25228.6
1770779340,25228.5,25232,25228.2,25230.3
1770779400,25230.8,25233.9,25230.4,25233.2
1770779460,25233.1,25234.3,25231,25232.1
1770779520,25232.2,25232.2,25229.9,25230.5
1770779580,25230.7,25232.5,25230.4,25232.5
1770779640,25232.4,25233.7,25230.5,25230.6
1770779700,25231.1,25233.9,25230.9,25232.9
1770779760,25232.7,25233.6,25232.2,25232.3
1770779820,25232.2,25232.2,25229.8,25230.2
1770779880,25230.3,25230.3,25223.3,25224.3
1770779940,25223.7,25224.8,25222.1,25222.1
1770780000,25221.9,25224,25219.9,25220.6
1770780060,25220.5,25221.6,25219.4,25220.4
1770780120,25220.5,25224.8,25220.5,25224
1770780180,25224.1,25229.6,25224.1,25228.9
1770780240,25229.3,25232.8,25226.2,25232.4
1770780300,25232.3,25236.5,25232.1,25234.3
1770780360,25234.8,25239.9,25234.8,25238.9
1770780420,25238.8,25240.8,25237.3,25237.3
1770780480,25237.5,25240.8,25237.5,25240.8
1770780540,25240.7,25242.8,25239.9,25239.9
1770780600,25240,25240,25238,25238.5
1770780660,25238.7,25241.7,25238.5,25240.5
1770780720,25240.6,25240.6,25237.6,25239
1770780780,25238.8,25239.2,25236.3,25236.9
1770780840,25236.8,25237.1,25236.2,25236.3
1770780900,25236.2,25236.4,25234.9,25234.9
1770780960,25235.2,25236.2,25234.6,25234.8
1770781020,25234.7,25235.1,25233.6,25234.5
1770781080,25234.7,25237.2,25234.7,25237
1770781140,25237.1,25238.7,25236.8,25238.3
1770781200,25238.2,25240.6,25238,25238.6
1770781260,25238.5,25253.2,25238.5,25253.1
1770781320,25252.9,25253.3,25249.4,25249.6
1770781380,25249.1,25249.6,25247.6,25247.7
1770781440,25247.8,25249.9,25247.2,25249.3
1770781500,25249,25254,25247.7,25248.7
1770781560,25249.3,25255,25249.3,25252.2
1770781620,25253.1,25260.3,25253.1,25255.3
1770781680,25255.5,25256.5,25251.8,25252.2
1770781740,25252.6,25252.6,25250.4,25251.6
1770781800,25251.7,25253.3,25250.9,25253.3
1770781860,25253.4,25257,25252.4,25255.4
1770781920,25255.2,25258.8,25254.4,25256.5
1770781980,25256.8,25258.5,25256.3,25257.4
1770782040,25257.3,25259.3,25256.4,25258.5
1770782100,25258.6,25261.8,25258.2,25260.4
1770782160,25260.3,25262.2,25257.6,25259.9
1770782220,25259.7,25259.7,25256.3,25256.3
1770782280,25256.5,25256.8,25254.4,25254.6
1770782340,25254.9,25256.1,25254.4,25254.8
1770782400,25254.6,25256.7,25253.4,25255.3
1770782460,25255.1,25256.1,25250.8,25252.1
1770782520,25251.6,25252.6,25250.7,25251.3
1770782580,25251.7,25254.1,25251.7,25253.5
1770782640,25253,25253.6,25252.2,25253.6
1770782700,25253.4,25255.7,25253.1,25255.3
1770782760,25255.1,25255.4,25253,25253
1770782820,25253.8,25256.5,25253.8,25254.1
1770782880,25254.5,25255,25253,25253.4
1770782940,25252.7,25252.8,25249,25250
1770783000,25249.9,25250,25244.8,25244.8
1770783060,25244.3,25246.2,25242.7,25244.3
1770783120,25244.2,25244.2,25239.5,25239.5
1770783180,25239.1,25241.1,25237.5,25238.3
1770783240,25238.4,25243.7,25238.4,25240.4
1770783300,25240.3,25240.6,25237.9,25238.2
1770783360,25238.4,25241.9,25237.3,25239.5
1770783420,25239.2,25243.6,25239.2,25243.2
1770783480,25243.4,25245.9,25242,25245.6
1770783540,25245.5,25247.5,25244.1,25246.8
1770783600,25246.9,25249.3,25246.8,25248.5
1770783660,25248.8,25249.8,25244.3,25244.8
1770783720,25244.7,25245.8,25243.7,25244.8
1770783780,25244.5,25245.5,25239.3,25240.9
1770783840,25240.8,25242.8,25239.5,25240
1770783900,25239.7,25242.7,25239,25240.2
1770783960,25240.1,25241,25236.7,25239.4
1770784020,25239.5,25239.8,25233.9,25235.7
1770784080,25235.9,25236.2,25232.4,25232.8
1770784140,25232.9,25232.9,25229.2,25231.4
1770784200,25232.3,25233,25226.1,25227.6
1770784260,25227.8,25231.2,25227.3,25231.2
1770784320,25230.7,25232.7,25227.6,25232.5
1770784380,25232.9,25235.2,25231.7,25231.7
1770784440,25231.9,25232.6,25229.7,25230.7
1770784500,25230.2,25231.9,25229,25229.8
1770784560,25229.6,25229.7,25227.5,25229.6
1770784620,25229.1,25231.2,25228.3,25230.2
1770784680,25230.1,25230.1,25218.7,25222.3
1770784740,25222.8,25223,25212.9,25212.9
1770784800,25213,25221.3,25212.8,25220
1770784860,25220.1,25220.6,25216.2,25216.2
1770784920,25216.1,25219.5,25216,25218.8
1770784980,25218.6,25219.5,25215.5,25219.3
1770785040,25219.4,25222.9,25217.7,25220.2
1770785100,25219.7,25225,25218.9,25224.7
1770785160,25224.5,25225.7,25222.8,25222.8
1770785220,25222.9,25223,25218.7,25220.3
1770785280,25220.4,25226.6,25220.4,25226.4
1770785340,25226.2,25228.2,25225.2,25228.1
1770785400,25228.3,25231.8,25225.9,25230.7
1770785460,25231.1,25231.4,25228.9,25231.4
1770785520,25231.3,25231.6,25229.2,25229.3
1770785580,25229.1,25231.3,25225.8,25227.8
1770785640,25227.5,25228.7,25225.3,25225.8
1770785700,25226.3,25227.2,25225.1,25225.7
1770785760,25225.6,25228.9,25224.8,25227.6
1770785820,25227.5,25228.5,25222.6,25222.6
1770785880,25223,25224,25221.3,25221.9
1770785940,25222.5,25224,25220.2,25223.3
1770786000,25223.5,25225.9,25222.1,25223.5
1770786060,25223.6,25225.4,25221.9,25223.6
1770786120,25223.5,25225.4,25221.4,25222.9
1770786180,25222.6,25224.3,25220,25220
1770786240,25220.2,25223.4,25219.8,25223
1770786300,25222.7,25223,25221.1,25222.1
1770786360,25221.9,25226.3,25221.7,25225.9
1770786420,25225.8,25227,25224.6,25226.3
