time,open,high,low,close,EMA1,EMA2,EMA3,EMA4,Fractal High,Fractal Low,HH,LH,LL,HL,ATR
1337347800,42.05,45,38,38.2318,,,,,0,0,0,0,0,0,
1337607000,36.53,36.66,33,34.03,,,,,0,0,0,0,0,0,
1337693400,32.61,33.59,30.94,31,,,,,0,1,0,0,0,0,
1337779800,31.37,32.5,31.36,32,,,,,0,0,0,0,0,0,
1337866200,32.95,33.21001,31.77,33.03,,,33.65836,,0,0,0,0,0,0,
1337952600,32.89999,32.95,31.11,31.91,,,33.07557333333334,,0,0,0,0,0,0,
1338298200,31.48,31.69,28.64999,28.84,,,31.66371555555556,,0,0,0,0,0,0,
1338384600,28.69501,29.55,27.86,28.19,,,30.505810370370373,,0,0,0,0,0,0,
1338471000,28.545,29.67,26.83,29.60001,,,30.20387691358025,,0,0,0,0,0,0,
1338557400,28.892,29.14999,27.39,27.72,31.455181,,29.37591794238683,,0,0,0,0,0,0,
1338816600,27.2,27.64999,26.44,26.89999,30.626964454545455,,28.550608628257887,,0,0,0,0,0,0,
1338903000,26.7,27.75999,25.75,25.869,29.761880008264463,,27.656739085505258,,0,0,0,0,0,0,
1338989400,26.07001,27.17,25.52,26.81,29.225174552216377,,27.374492723670173,,0,1,0,0,0,0,
1339075800,27,27.35001,26.14999,26.31,28.695142815449763,,27.019661815780115,,0,0,0,0,0,0,2.5944171428571434
1339162200,26.55,27.75999,26.44,27.10001,28.40511866718617,,27.04644454385341,,0,0,0,0,0,0,2.5126723469387757
1339421400,27.17999,28.07001,26.83501,27.005,28.150551636788684,,27.032629695902273,,0,0,0,0,0,0,2.421410036443149
1339507800,27.48,27.77,26.96001,27.39999,28.014085884645286,,27.155083130601515,,0,0,0,0,0,0,2.306308605268638
1339594200,27.66,28.10001,27.10001,27.27,27.878797541982507,,27.193388753734343,,0,0,0,0,0,0,2.2130008477494494
1339680600,27.64999,28.32001,27.38,28.28999,27.953559807076598,,27.558922502489562,,0,0,0,0,0,0,2.129930072910203
