Datetime,Close,High,Low,Open,Volume
2025-12-02 14:30:00+00:00,490.5249938964844,491.510009765625,486.32000732421875,486.67999267578125,2714639
2025-12-02 15:30:00+00:00,489.6000061035156,492.2799987792969,489.4512939453125,490.54998779296875,1563473
2025-12-02 16:30:00+00:00,493.2099914550781,493.4999084472656,489.0400085449219,489.5799865722656,1011496
2025-12-02 17:30:00+00:00,490.0899963378906,493.45001220703125,489.6700134277344,493.2149963378906,1015404
2025-12-02 18:30:00+00:00,489.8485107421875,490.6799011230469,489.1449890136719,490.07000732421875,796441
2025-12-02 19:30:00+00:00,490.2300109863281,490.4800109863281,489.5799865722656,489.80999755859375,780550
2025-12-02 20:30:00+00:00,490.05999755859375,490.82000732421875,488.5299987792969,490.2300109863281,1093944
2025-12-03 14:30:00+00:00,478.32000732421875,479.95989990234375,475.20001220703125,476.2900085449219,7007422
2025-12-03 15:30:00+00:00,480.1300048828125,484.239990234375,478.18109130859375,478.32000732421875,4823205
2025-12-03 16:30:00+00:00,482.4200134277344,482.42999267578125,479.4700012207031,480.07000732421875,1867393
2025-12-03 17:30:00+00:00,481.70001220703125,483.82989501953125,481.45001220703125,482.3999938964844,1312554
2025-12-03 18:30:00+00:00,481.7300109863281,481.9599914550781,480.239990234375,481.7699890136719,1141313
2025-12-03 19:30:00+00:00,482.3299865722656,483.19000244140625,481.635009765625,481.7300109863281,1195436
2025-12-03 20:30:00+00:00,477.739990234375,482.4849853515625,477.55999755859375,482.3349914550781,3135949
2025-12-04 14:30:00+00:00,478.0450134277344,481.3219909667969,476.6615905761719,479.30999755859375,3444491
2025-12-04 15:30:00+00:00,478.17999267578125,478.9898986816406,476.489990234375,478.0450134277344,1294765
2025-12-04 16:30:00+00:00,478.2799987792969,478.9999084472656,477.54998779296875,478.125,1051770
2025-12-04 17:30:00+00:00,478.9750061035156,480.1300048828125,477.3599853515625,478.2799987792969,1249476
2025-12-04 18:30:00+00:00,477.2101135253906,479.1400146484375,476.70001220703125,478.989990234375,1220192
2025-12-04 19:30:00+00:00,479.50799560546875,479.9700012207031,477.1300048828125,477.2799987792969,1547941
2025-12-04 20:30:00+00:00,480.82000732421875,480.9700012207031,479.2799987792969,479.5,1212123
2025-12-05 14:30:00+00:00,483.125,483.260009765625,480.3500061035156,482.5,2995600
2025-12-05 15:30:00+00:00,479.2763977050781,483.3999938964844,478.95001220703125,483.1300048828125,1771912
2025-12-05 16:30:00+00:00,480.3299865722656,480.5611877441406,478.8800964355469,479.2799987792969,1018934
2025-12-05 17:30:00+00:00,481.3599853515625,481.4200134277344,479.8599853515625,480.32501220703125,749322
2025-12-05 18:30:00+00:00,481.8299865722656,482.07000732421875,481.10009765625,481.3900146484375,897324
2025-12-05 19:30:00+00:00,481.94000244140625,482.17498779296875,481.4200134277344,481.8299865722656,861329
2025-12-05 20:30:00+00:00,483.0299987792969,483.3399963378906,481.5199890136719,481.95001220703125,6424468
2025-12-08 14:30:00+00:00,489.07720947265625,490.5199890136719,484.3800048828125,484.885009765625,3442595
2025-12-08 15:30:00+00:00,491.489990234375,492.29998779296875,488.3900146484375,489.07501220703125,1631887
2025-12-08 16:30:00+00:00,490.6400146484375,491.6400146484375,490.5199890136719,491.5299987792969,1057622
2025-12-08 17:30:00+00:00,490.8905029296875,492.05999755859375,490.1000061035156,490.656005859375,1131610
2025-12-08 18:30:00+00:00,490.3900146484375,491.0474853515625,489.3800964355469,490.80999755859375,857571
2025-12-08 19:30:00+00:00,489.8949890136719,490.3599853515625,489.31170654296875,490.3599853515625,1078837
2025-12-08 20:30:00+00:00,491.1199951171875,491.20001220703125,488.9700012207031,489.8900146484375,1521777
2025-12-09 14:30:00+00:00,490.4700012207031,491.94000244140625,488.5000915527344,491.0199890136719,2206572
2025-12-09 15:30:00+00:00,490.7200012207031,491.1300048828125,489.8399963378906,490.4700012207031,858330
2025-12-09 16:30:00+00:00,489.95001220703125,492.1000061035156,489.95001220703125,490.7200012207031,760850
2025-12-09 17:30:00+00:00,490.3800048828125,490.489990234375,489.5,489.9800109863281,958263
2025-12-09 18:30:00+00:00,490.8900146484375,491.19000244140625,490.2200012207031,490.3800048828125,527622
2025-12-09 19:30:00+00:00,490.9549865722656,491.3699951171875,489.9800109863281,490.8900146484375,671392
2025-12-09 20:30:00+00:00,492.05999755859375,492.1000061035156,490.82000732421875,490.9549865722656,3546772
2025-12-10 14:30:00+00:00,480.3900146484375,484.25,478.6099853515625,484.0299987792969,4407586
2025-12-10 15:30:00+00:00,480.364990234375,480.6000061035156,478.0899963378906,480.3999938964844,2242212
2025-12-10 16:30:00+00:00,481.6000061035156,481.7699890136719,480.1099853515625,480.3999938964844,1205981
2025-12-10 17:30:00+00:00,477.2900085449219,482.412109375,476.8500061035156,481.6000061035156,2257500
2025-12-10 18:30:00+00:00,476.4700012207031,479.19000244140625,476.0400085449219,477.2799987792969,2388387
2025-12-10 19:30:00+00:00,478.05999755859375,479.6499938964844,475.0799865722656,476.4732971191406,3137199
2025-12-10 20:30:00+00:00,478.5215148925781,479.44000244140625,476.6499938964844,478.1099853515625,3156115
2025-12-11 14:30:00+00:00,480.3500061035156,482.1400146484375,475.8599853515625,476.55999755859375,3902934
2025-12-11 15:30:00+00:00,478.951904296875,481.2200012207031,478.92999267578125,480.385009765625,1387331
2025-12-11 16:30:00+00:00,480.66680908203125,481.5350036621094,478.9200134277344,478.95001220703125,1074923
2025-12-11 17:30:00+00:00,482.010009765625,484.3299865722656,479.79998779296875,480.70001220703125,1680983
2025-12-11 18:30:00+00:00,485.45001220703125,486.0299987792969,481.53009033203125,482.0350036621094,1967481
2025-12-11 19:30:00+00:00,484.3800048828125,485.7499084472656,484.29998779296875,485.4649963378906,1089784
2025-12-11 20:30:00+00:00,483.69000244140625,484.3949890136719,482.3236083984375,484.3949890136719,1534951
2025-12-12 14:30:00+00:00,478.44500732421875,482.45001220703125,478.3299865722656,480.6199951171875,2999847
2025-12-12 15:30:00+00:00,477.76849365234375,480.6000061035156,476.3599853515625,478.44000244140625,2058673
2025-12-12 16:30:00+00:00,477.7650146484375,478.7200012207031,476.8399963378906,477.69000244140625,1289724
2025-12-12 17:30:00+00:00,478.8299865722656,479.4200134277344,477.1700134277344,477.760009765625,1111781
2025-12-12 18:30:00+00:00,478.9501037597656,479.4150085449219,478.2300109863281,478.8500061035156,764406
2025-12-12 19:30:00+00:00,478.2550048828125,479.2900085449219,477.7699890136719,478.9800109863281,1011975
2025-12-12 20:30:00+00:00,478.4700012207031,478.95001220703125,477.3500061035156,478.25,1603990
2025-12-15 14:30:00+00:00,473.0,480.7204895019531,472.5199890136719,480.1000061035156,3522559
2025-12-15 15:30:00+00:00,475.260009765625,475.54998779296875,472.7950134277344,472.9949951171875,1523327
2025-12-15 16:30:00+00:00,474.3999938964844,475.5199890136719,473.5,475.29998779296875,1090007
2025-12-15 17:30:00+00:00,473.6199951171875,475.1600036621094,473.20001220703125,474.4150085449219,919758
2025-12-15 18:30:00+00:00,474.1000061035156,474.93231201171875,473.25,473.6199951171875,999011
2025-12-15 19:30:00+00:00,474.61749267578125,474.69000244140625,473.5799865722656,474.1000061035156,1820957
2025-12-15 20:30:00+00:00,474.82000732421875,476.4800109863281,474.4150085449219,474.6600036621094,5631677
2025-12-16 14:30:00+00:00,474.010009765625,475.19000244140625,470.8800048828125,471.9049987792969,2993923
2025-12-16 15:30:00+00:00,473.55499267578125,475.1199951171875,472.1099853515625,474.010009765625,1381039
2025-12-16 16:30:00+00:00,474.32000732421875,475.3399963378906,472.9599914550781,473.5400085449219,976490
2025-12-16 17:30:00+00:00,473.05999755859375,474.8999938964844,472.2699890136719,474.32000732421875,1009496
2025-12-16 18:30:00+00:00,475.2300109863281,476.0,473.0299987792969,473.0299987792969,998640
2025-12-16 19:30:00+00:00,476.54998779296875,477.30499267578125,475.0784912109375,475.2099914550781,1277220
2025-12-16 20:30:00+00:00,476.239990234375,477.8900146484375,476.0574951171875,476.54998779296875,1442659
2025-12-17 14:30:00+00:00,477.739990234375,478.5299987792969,475.3212890625,476.9049987792969,2376611
2025-12-17 15:30:00+00:00,477.1000061035156,478.010009765625,475.42999267578125,477.6700134277344,1539535
2025-12-17 16:30:00+00:00,477.2550048828125,477.7598876953125,475.2200012207031,477.07000732421875,1345771
2025-12-17 17:30:00+00:00,478.54998779296875,478.9549865722656,476.7099914550781,477.25,1265886
2025-12-17 18:30:00+00:00,478.8349914550781,479.2099914550781,477.5799865722656,478.5315856933594,1012360
2025-12-17 19:30:00+00:00,478.19000244140625,479.8800048828125,478.0400085449219,478.82501220703125,1316054
2025-12-17 20:30:00+00:00,476.07501220703125,478.8399963378906,476.0,478.2200012207031,2428450
2025-12-18 14:30:00+00:00,484.739990234375,485.3949890136719,477.8900146484375,478.19000244140625,3656603
2025-12-18 15:30:00+00:00,487.6499938964844,488.07501220703125,484.29058837890625,484.739990234375,2252036
2025-12-18 16:30:00+00:00,484.927490234375,489.6000061035156,484.19000244140625,487.6000061035156,1600888
2025-12-18 17:30:00+00:00,486.4801025390625,487.1499938964844,484.7723083496094,484.9599914550781,1566031
2025-12-18 18:30:00+00:00,485.54998779296875,487.43548583984375,484.9700012207031,486.57000732421875,987969
2025-12-18 19:30:00+00:00,484.5985107421875,485.6600036621094,483.3900146484375,485.5600891113281,1040538
2025-12-18 20:30:00+00:00,483.8800048828125,486.0199890136719,483.8500061035156,484.6099853515625,1427741
2025-12-19 14:30:00+00:00,485.5303039550781,487.8500061035156,482.95001220703125,487.3599853515625,9943215
2025-12-19 15:30:00+00:00,485.1684875488281,486.7825012207031,484.1099853515625,485.510009765625,1197890
2025-12-19 16:30:00+00:00,485.875,486.1299133300781,484.239990234375,485.1499938964844,1175839
2025-12-19 17:30:00+00:00,485.25,485.875,484.6499938964844,485.875,816890
2025-12-19 18:30:00+00:00,484.2455139160156,485.3299865722656,484.0400085449219,485.2449951171875,923877
2025-12-19 19:30:00+00:00,482.92999267578125,484.55999755859375,482.6050109863281,484.2550048828125,1204265
2025-12-19 20:30:00+00:00,486.05999755859375,487.1499938964844,482.489990234375,482.9100036621094,3360694
2025-12-22 14:30:00+00:00,484.6050109863281,488.7300109863281,482.69000244140625,486.67999267578125,3106486
2025-12-22 15:30:00+00:00,485.6495056152344,486.0899963378906,484.0474853515625,484.6199951171875,1250076
2025-12-22 16:30:00+00:00,485.8500061035156,486.5148010253906,484.92999267578125,485.6449890136719,979729
2025-12-22 17:30:00+00:00,485.75,486.3299865722656,485.5824890136719,485.8399963378906,651705
2025-12-22 18:30:00+00:00,485.8800048828125,486.2900085449219,485.42498779296875,485.75,707111
2025-12-22 19:30:00+00:00,484.9700012207031,486.0,484.6600036621094,485.8699951171875,1098508
2025-12-22 20:30:00+00:00,484.8500061035156,485.3800048828125,484.3699951171875,484.9700012207031,1200081
2025-12-23 14:30:00+00:00,485.8949890136719,487.82989501953125,485.0199890136719,486.3599853515625,2204097
2025-12-23 15:30:00+00:00,486.80999755859375,487.1050109863281,485.7300109863281,485.8800048828125,1091161
2025-12-23 16:30:00+00:00,486.6700134277344,487.2900085449219,486.260009765625,486.80999755859375,812263
2025-12-23 17:30:00+00:00,486.4800109863281,486.82000732421875,486.03009033203125,486.6600036621094,636202
2025-12-23 18:30:00+00:00,487.0899963378906,487.27899169921875,486.25,486.4800109863281,719231
2025-12-23 19:30:00+00:00,487.2749938964844,487.4700012207031,486.989990234375,487.0849914550781,871880
2025-12-23 20:30:00+00:00,486.5,487.5,486.45001220703125,487.2650146484375,1101226
2025-12-24 14:30:00+00:00,487.7987976074219,487.9800109863281,484.8299865722656,485.79998779296875,1308100
2025-12-24 15:30:00+00:00,488.44000244140625,488.5347900390625,487.2699890136719,487.80999755859375,753356
2025-12-24 16:30:00+00:00,488.6099853515625,489.1625061035156,488.25,488.45001220703125,905891
2025-12-26 14:30:00+00:00,486.6199951171875,488.1199951171875,485.9599914550781,486.7049865722656,1300726
2025-12-26 15:30:00+00:00,487.34259033203125,487.3699951171875,486.3500061035156,486.6199951171875,658260
2025-12-26 16:30:00+00:00,487.93499755859375,488.1000061035156,486.8999938964844,487.3399963378906,571546
2025-12-26 17:30:00+00:00,486.79998779296875,487.92498779296875,486.24749755859375,487.8900146484375,615640
2025-12-26 18:30:00+00:00,487.45001220703125,487.8900146484375,486.79998779296875,486.79998779296875,420288
2025-12-26 19:30:00+00:00,487.2200012207031,487.6000061035156,486.8999938964844,487.45001220703125,493344
2025-12-26 20:30:00+00:00,487.7850036621094,487.8800048828125,487.1099853515625,487.2300109863281,712739
2025-12-29 14:30:00+00:00,487.3599853515625,488.3500061035156,484.17999267578125,484.8550109863281,1576069
